candidate_id,tweet_id,ai_label,ai_reasoning,ai_confidence
CAND_0015,622817,CONTENT_CATALOG,"CONTENT_CATALOG — Third-person phrasing ('May I ask why Dan Black has...') suggests a fan asking about an artist's duplicate profiles rather than the artist self-reporting, so this is read as a listener-perspective CONTENT_CATALOG question. ARTIST_SUPPORT remains genuinely possible if the customer is actually the artist, which cannot be confirmed from the text alone. (Competing intent considered: ARTIST_SUPPORT.)",LOW
CAND_0016,1620802,APP_TECH_ISSUE,"APP_TECH_ISSUE — creator has an artist page, but the actual complaint is a search malfunction (can't find own playlist to add) -- technical, not a profile/metadata issue. (Competing intent considered: ARTIST_SUPPORT, CONTENT_CATALOG.)",MEDIUM
CAND_0017,2883054,CONTENT_CATALOG,"CONTENT_CATALOG — listener confused by cross-artist metadata mixup while browsing -- catalog/metadata issue, not creator-side. (Competing intent considered: ARTIST_SUPPORT.)",MEDIUM
CAND_0018,2623509,ACCOUNT_ACCESS,ACCOUNT_ACCESS — hacked and locked out of password reset + email change -- primary need is regaining access. (Competing intent considered: SUBSCRIPTION_BILLING.),MEDIUM
CAND_0019,1840067,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — hacker actively using account, customer cannot stop them -- primary need is investigating/stopping unauthorized access. (Competing intent considered: SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0020,1579279,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — hacked, email/password changed by attacker -- primary need is access recovery. (Competing intent considered: SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0021,2929248,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — hacked, email replaced, can't log in -- primary need is access recovery. (Competing intent considered: SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0022,2690961,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — hacked, email changed without consent, can no longer log in -- access recovery is primary ask. (Competing intent considered: SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0023,2713292,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — explicit primary request is to CANCEL the subscription; hacking is the stated blocker, not the ask itself. strong Edge-Case-1 test: cancellation intent should dominate despite hacking being mentioned. (Competing intent considered: ACCOUNT_ACCESS.)",MEDIUM
CAND_0024,1659831,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING — hashtag makes an explicit money-back request (#givememumoneyback) alongside the hacking report. informal phrasing; annotator must look past hashtag styling to see the explicit billing ask. (Competing intent considered: ACCOUNT_ACCESS.),MEDIUM
CAND_0025,2641113,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — Hacker changed the customer's subscription plan, but the customer never explicitly asks to reverse/stop that charge — only to report the breach. Per Edge Case 1, the primary requested action (investigate the breach) determines the label, but SUBSCRIPTION_BILLING is a genuinely reasonable alternative reading since a plan change is the concrete harm described. (Competing intent considered: SUBSCRIPTION_BILLING.)",LOW
CAND_0026,2826952,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — Hacker locked the customer out of password reset, and the customer separately mentions being charged — but never explicitly asks for a refund or charge reversal. ACCOUNT_ACCESS is chosen because the explicit blocker is the password-reset failure, but SUBSCRIPTION_BILLING is a reasonable competing read given the billing mention. (Competing intent considered: SUBSCRIPTION_BILLING.)",LOW
CAND_0027,2364820,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — hacked account is the stated problem; 'why don't you have a phone number' is a secondary complaint about support channel, not a feature or billing request. (Competing intent considered: SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0028,2909841,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — specific disputed charge despite having an active student discount. (Competing intent considered: FEATURE_FEEDBACK, GENERAL_HOW_TO_INFO.)",MEDIUM
CAND_0029,822342,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — specific billing increase tied to a discount-stacking policy -- disputed charge. (Competing intent considered: FEATURE_FEEDBACK, GENERAL_HOW_TO_INFO.)",MEDIUM
CAND_0030,1342991,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — subscribed with student discount but paid entitlement (Premium) never activated. (Competing intent considered: FEATURE_FEEDBACK, GENERAL_HOW_TO_INFO.)",MEDIUM
CAND_0031,551330,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — asking about eligibility requirements for the student discount, no disputed charge. (Competing intent considered: FEATURE_FEEDBACK, SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0032,566358,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — asking whether a discount exists for a group, no disputed charge. (Competing intent considered: FEATURE_FEEDBACK, SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0033,1609289,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — asking how to keep getting a discount they are still eligible for, no disputed charge. (Competing intent considered: FEATURE_FEEDBACK, SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0034,2139010,APP_TECH_ISSUE,"APP_TECH_ISSUE — verification pop-up loop when trying to extend a discount -- a technical flow error inside a billing/entitlement workflow, per guide section on technical flow errors. (Competing intent considered: FEATURE_FEEDBACK, GENERAL_HOW_TO_INFO, SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0035,2407029,APP_TECH_ISSUE,"APP_TECH_ISSUE — email 'already in use' error blocking discount signup -- technical flow error, not a pure billing dispute. (Competing intent considered: FEATURE_FEEDBACK, GENERAL_HOW_TO_INFO, SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0036,2407006,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — explicit policy complaint requesting fairness across all customers, not a personal charge dispute. (Competing intent considered: GENERAL_HOW_TO_INFO, SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0037,2154957,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — explicit request that Spotify extend discount policy to a new customer group (veterans). (Competing intent considered: GENERAL_HOW_TO_INFO, SUBSCRIPTION_BILLING.)",MEDIUM
CAND_0038,2360601,FEATURE_FEEDBACK,FEATURE_FEEDBACK — explicit 'bring back' request for a removed cross-playlist shuffle capability. (Competing intent considered: APP_TECH_ISSUE.),MEDIUM
CAND_0039,2647449,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — explicit 'bring back' request for drag-and-drop playlist building, criticizing the new design. (Competing intent considered: APP_TECH_ISSUE.)",MEDIUM
CAND_0040,2422810,FEATURE_FEEDBACK,FEATURE_FEEDBACK — explicit 'bring back' request for a removed artist-song-list view. (Competing intent considered: APP_TECH_ISSUE.),MEDIUM
CAND_0041,1900422,FEATURE_FEEDBACK,FEATURE_FEEDBACK — explicit 'bring back' request for lyrics on desktop. (Competing intent considered: APP_TECH_ISSUE.),MEDIUM
CAND_0042,2891301,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — explicitly reports a capability was deliberately removed by Spotify, not malfunctioning. (Competing intent considered: APP_TECH_ISSUE.)",MEDIUM
CAND_0043,2162619,FEATURE_FEEDBACK,FEATURE_FEEDBACK — explicit 'bring back' request for a past yearly feature (Year in Music). (Competing intent considered: APP_TECH_ISSUE.),MEDIUM
CAND_0044,1990506,APP_TECH_ISSUE,APP_TECH_ISSUE — signup page repeatedly failing -- near-exact match to the guide's own example ('the signup page crashes every time I try to continue'). (Competing intent considered: FEATURE_FEEDBACK.),MEDIUM
CAND_0045,1063177,APP_TECH_ISSUE,"APP_TECH_ISSUE — 'removed' here refers to the customer's own troubleshooting action (reinstalling), not a Spotify design change; playback still broken afterward. (Competing intent considered: FEATURE_FEEDBACK.)",MEDIUM
CAND_0046,2917808,APP_TECH_ISSUE,APP_TECH_ISSUE — capitalized/emotional but fully classifiable as a search malfunction from text alone -- decoy against the 'angry=unknown' trap. (Competing intent considered: UNKNOWN_OTHER.),MEDIUM
CAND_0047,265447,APP_TECH_ISSUE,"APP_TECH_ISSUE — vague 'why can't I do X anymore' framed as loss of a working capability defaults to malfunction per Edge Case 2, absent explicit design-criticism language. (Competing intent considered: FEATURE_FEEDBACK.)",MEDIUM
CAND_0048,1158629,APP_TECH_ISSUE,"APP_TECH_ISSUE — The same account shows fewer catalog entries for one artist on Android than on PS3 — read as a platform-parity technical inconsistency (APP_TECH_ISSUE) rather than the content being genuinely absent, but this exact variant (partial/reduced catalog on one platform, not total absence) is not explicitly covered by the guide's existing CONTENT_CATALOG-vs-APP_TECH_ISSUE examples. (Competing intent considered: CONTENT_CATALOG.)",LOW
CAND_0049,786634,APP_TECH_ISSUE,"APP_TECH_ISSUE — specific artists' tracks fail to play on one device only, work on desktop -- device-specific playback failure, not catalog absence. (Competing intent considered: CONTENT_CATALOG.)",MEDIUM
CAND_0050,1835542,APP_TECH_ISSUE,"APP_TECH_ISSUE — specific tracks won't play on one device model, play fine elsewhere -- playback malfunction, not catalog absence. (Competing intent considered: CONTENT_CATALOG.)",MEDIUM
CAND_0051,2886999,FEATURE_FEEDBACK,FEATURE_FEEDBACK — complaint about irrelevant algorithmic recommendations appearing in Release Radar. (Competing intent considered: CONTENT_CATALOG.),MEDIUM
CAND_0052,2606362,FEATURE_FEEDBACK,FEATURE_FEEDBACK — requests a new capability to view past Discover Weekly playlists. (Competing intent considered: CONTENT_CATALOG.),MEDIUM
CAND_0053,2627896,FEATURE_FEEDBACK,FEATURE_FEEDBACK — explicitly asks for a filter/control over the recommender system's output. (Competing intent considered: CONTENT_CATALOG.),MEDIUM
CAND_0054,1854203,FEATURE_FEEDBACK,FEATURE_FEEDBACK — complains the shuffle algorithm repeats the same songs -- personalization/algorithm behavior complaint. (Competing intent considered: CONTENT_CATALOG.),MEDIUM
CAND_0055,2944,FEATURE_FEEDBACK,FEATURE_FEEDBACK — explicit request to stop a recurring unwanted recommendation pattern (foreign-language suggestions). (Competing intent considered: CONTENT_CATALOG.),MEDIUM
CAND_0056,544585,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — questions/criticizes the recommendation ratio algorithm for an album -- borderline metadata-vs-behavior, resolved toward algorithmic behavior. (Competing intent considered: CONTENT_CATALOG.)",MEDIUM
CAND_0057,2917831,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — asking how to unlink an old Facebook connection; account itself is accessible. (Competing intent considered: ACCOUNT_ACCESS.),MEDIUM
CAND_0058,2368021,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — asking how to unlink Facebook from account; no access failure stated. (Competing intent considered: ACCOUNT_ACCESS.),MEDIUM
CAND_0059,2622906,ACCOUNT_ACCESS,ACCOUNT_ACCESS — framed as 'how can I cancel' but the actual blocker is being unable to log in at all -- login failure dominates. (Competing intent considered: GENERAL_HOW_TO_INFO.),MEDIUM
CAND_0060,540363,ACCOUNT_ACCESS,ACCOUNT_ACCESS — framed as 'how can I cancel' but blocked by not knowing/recovering the account email -- identity recovery dominates. (Competing intent considered: GENERAL_HOW_TO_INFO.),MEDIUM
CAND_0061,2136539,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — framed as a how-to cancellation question, but primary ask is stopping an unwanted ongoing charge on a third party's device. (Competing intent considered: ACCOUNT_ACCESS, GENERAL_HOW_TO_INFO.)",MEDIUM
CAND_0062,540359,ACCOUNT_ACCESS,ACCOUNT_ACCESS — framed as a how-to question but concerns family-plan members who cannot sign in -- access failure present. (Competing intent considered: GENERAL_HOW_TO_INFO.),MEDIUM
CAND_0063,1845703,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — simple account-settings how-to question (change postcode), no access failure. (Competing intent considered: ACCOUNT_ACCESS.)",MEDIUM
CAND_0064,174967,APP_TECH_ISSUE,"APP_TECH_ISSUE — flagged for exact-text overlap with RETRIEVAL pool and being a low-information one-word message. New candidate is substantive, genuinely context-dependent ('Still does it after reinstall'), and resolves via strictly-preceding context to the same short-continuation/APP_TECH_ISSUE purpose. (Competing intent considered: UNKNOWN_OTHER.)",MEDIUM
CAND_0065,1835534,APP_TECH_ISSUE,APP_TECH_ISSUE — short reply with a link and 'I'm in the USA' resolves via preceding context (country question in a playback-troubleshooting thread). (Competing intent considered: UNKNOWN_OTHER.),MEDIUM
CAND_0066,263524,CONTENT_CATALOG,"CONTENT_CATALOG — 'What could i do?' resolves via preceding context to a content-availability question, plus a geography modifier. geography modifier: Germany. (Competing intent considered: UNKNOWN_OTHER.)",MEDIUM
CAND_0067,790316,FEATURE_FEEDBACK,FEATURE_FEEDBACK — clarifying follow-up question resolves via preceding context to an ongoing feature-availability exchange. (Competing intent considered: UNKNOWN_OTHER.),MEDIUM
CAND_0068,2624563,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — short standalone message, but fully classifiable from text alone (asking for a phone number) -- decoy against the 'short=unknown' trap. (Competing intent considered: UNKNOWN_OTHER.)",MEDIUM
CAND_0069,1048606,UNKNOWN_OTHER,"UNKNOWN_OTHER — pure gratitude/closure, no further request. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0070,526274,UNKNOWN_OTHER,"UNKNOWN_OTHER — self-resolved issue, closing the conversation. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0071,2623503,UNKNOWN_OTHER,"UNKNOWN_OTHER — self-resolved issue, closing the conversation. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0072,2917914,UNKNOWN_OTHER,"UNKNOWN_OTHER — pure gratitude, no further request. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0073,265449,UNKNOWN_OTHER,"UNKNOWN_OTHER — pure closure confirming a fix, no further request. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0074,1417612,UNKNOWN_OTHER,"UNKNOWN_OTHER — pure closure ('No need... Thank you!') -- self-resolved CONTENT_CATALOG-flavored issue (missing track now visible), substantive text with rich context, adds thematic diversity to the closure examples. flagged for near/normalized retrieval-pool overlap on a generic short closure phrase. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0075,265069,UNKNOWN_OTHER,"UNKNOWN_OTHER — pure appreciation/closure, no actionable request. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0076,1840697,UNKNOWN_OTHER,UNKNOWN_OTHER — The target is a bare URL with no other text and no preceding context to interpret it by; genuinely uninterpretable rather than merely short. (Competing intent considered: no reliably determinable intent.),LOW
CAND_0077,1730303,UNKNOWN_OTHER,"UNKNOWN_OTHER — flagged for near-duplicate (normalized) overlap with RETRIEVAL pool and being a low-information generic phrase. New candidate is a substantive, genuine off-topic/irrelevant message unrelated to any Spotify support action, with no retrieval overlap. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0078,1100179,UNKNOWN_OTHER,"UNKNOWN_OTHER — casual observation about a text easter egg, not a support request. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0079,2384908,UNKNOWN_OTHER,"UNKNOWN_OTHER — casual chat asking the support account to personally recommend a playlist -- not a genuine support action. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0080,263526,UNKNOWN_OTHER,"UNKNOWN_OTHER — Answers an implied 'what country are you in?'-type question ('Germany i guess') inside a content-availability thread, but the visible context window does not conclusively show what question is being answered, so the terse, hedged reply ('...i guess') is kept as a genuinely uncertain case rather than confidently resolved to CONTENT_CATALOG like its sibling message in the same thread. (Competing intent considered: no reliably determinable intent.)",LOW
CAND_0081,67724,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — contains closing/thanking language ('please help me and thank you') but is a genuine unresolved actionable registration failure -- direct real-world test of Edge Case 4 in the non-closure direction. sourced from a fan-out thread; candidate is self-contained and requires no preceding context, so it is safe to use per the fan-out exception.",HIGH
CAND_0082,2440986,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING — Portuguese: 'paguei Premium e a minha conta esta Free' -- paid for Premium but account is Free; near-exact parallel to the guide's own English example.,HIGH
CAND_0083,211091,APP_TECH_ISSUE,APP_TECH_ISSUE — Indonesian: cannot save to SD card despite available memory -- technical malfunction.,HIGH
CAND_0084,1067218,APP_TECH_ISSUE,APP_TECH_ISSUE — Turkish: reports an app error persisting after being told to reinstall three times.,HIGH
CAND_0085,2385606,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING — Indonesian: charged full price after a promotional rate was expected -- disputed charge.,HIGH
CAND_0086,44426,ACCOUNT_ACCESS,ACCOUNT_ACCESS — Indonesian: account inaccessible despite being registered for premium -- access issue.,HIGH
CAND_0087,44402,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING — Indonesian: payment repeatedly fails claiming insufficient balance despite sufficient balance -- technical error inside a payment flow.,HIGH
CAND_0088,1160844,APP_TECH_ISSUE,"APP_TECH_ISSUE — The reply supplies device/OS/app-version details in direct response to an active Windows/Bluetooth audio-malfunction report, continuing that troubleshooting thread rather than opening a new topic. (Competing intent considered: context-dependent device-info reply; classification relies on the preceding malfunction report.)",MEDIUM
CAND_0089,207208,APP_TECH_ISSUE,"APP_TECH_ISSUE — Confirms the volume-drop malfunction began after an iOS update, which is diagnostic detail for the ongoing playback/volume bug reported earlier in the thread, not a new request. (Competing intent considered: context-dependent; timing clue only makes sense against the preceding malfunction report.)",MEDIUM
CAND_0090,1517179,APP_TECH_ISSUE,"APP_TECH_ISSUE — Bare device/version string supplied in reply to a request for troubleshooting details about autoplay unexpectedly re-enabling itself, i.e. still part of that malfunction report. (Competing intent considered: context-dependent device-info reply.)",MEDIUM
CAND_0091,566276,APP_TECH_ISSUE,"APP_TECH_ISSUE — Bare OS/app-version string supplied in reply to a request for troubleshooting details about the app self-launching on startup, i.e. still part of that malfunction report. (Competing intent considered: context-dependent device-info reply.)",MEDIUM
CAND_0092,1986649,FEATURE_FEEDBACK,FEATURE_FEEDBACK — explicit request to raise/remove the offline-download cap.,HIGH
CAND_0093,877460,APP_TECH_ISSUE,"APP_TECH_ISSUE — Confirms the playback failure also affects locally downloaded files ('music from other artists plays fine'), ruling out a region/catalog restriction and pointing to a device-side playback malfunction instead. (Competing intent considered: CONTENT_CATALOG, since the parent thread started as an artist-availability question before the local-file detail ruled that out.)",MEDIUM
CAND_0094,2319364,FEATURE_FEEDBACK,FEATURE_FEEDBACK — criticizes missing iPhone X display support.,HIGH
CAND_0095,1336200,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — asking how download-count accounting works.,HIGH
CAND_0096,1928395,FEATURE_FEEDBACK,FEATURE_FEEDBACK — requests future IPv6 support.,HIGH
CAND_0097,2397299,APP_TECH_ISSUE,APP_TECH_ISSUE — Standalone report that Bluetooth playback stopped working in the car specifically after an app update — a direct match to the guide's own Bluetooth/Connect malfunction example.,HIGH
CAND_0098,2913925,APP_TECH_ISSUE,"APP_TECH_ISSUE — Standalone report that only downloaded tracks will play after the latest app update — a playback malfunction, not a design change request.",HIGH
CAND_0099,1036658,FEATURE_FEEDBACK,FEATURE_FEEDBACK — missing Apple Watch platform support.,HIGH
CAND_0100,343656,APP_TECH_ISSUE,"APP_TECH_ISSUE — Standalone report of the app crashing and search failing — textbook malfunction language, near-identical to the guide's own 'keeps crashing' example.",HIGH
CAND_0101,199142,APP_TECH_ISSUE,APP_TECH_ISSUE — Standalone report of audio cracking/distorting on both LTE and WiFi after years of normal use — a streaming-quality malfunction.,HIGH
CAND_0102,2215938,UNKNOWN_OTHER,"UNKNOWN_OTHER — ""hey wanna update your new music?"" does not clearly describe a malfunction, a feature request, or a how-to question, and no context is available to disambiguate it. (Competing intent considered: no reliably determinable intent.)",LOW
CAND_0103,1442524,APP_TECH_ISSUE,"APP_TECH_ISSUE — An in-app error claims the track is unavailable for local import on the computer, but the same message notes it works fine on phone — a platform-specific technical inconsistency rather than the track being genuinely absent from the catalog. (Competing intent considered: CONTENT_CATALOG ('not available' wording) resolved to APP_TECH_ISSUE by the phone-vs-computer platform-parity clue.)",MEDIUM
CAND_0104,1053967,APP_TECH_ISSUE,"APP_TECH_ISSUE — Device/OS/app-version string supplied in reply to an offline-mode-plays-non-downloaded-songs bug report, continuing that malfunction thread. (Competing intent considered: context-dependent device-info reply.)",MEDIUM
CAND_0105,224859,APP_TECH_ISSUE,"APP_TECH_ISSUE — Confirms an 'unknown error' persists across browsers and networks while trying to create a new account — a signup-flow technical failure, matching the guide's own 'signup page crashes every time' example, not an access issue on an existing account. (Competing intent considered: ACCOUNT_ACCESS (topic is account creation) resolved to APP_TECH_ISSUE because no account exists yet to be 'accessed' — the failure is in the signup flow itself.)",MEDIUM
CAND_0106,2757619,APP_TECH_ISSUE,"APP_TECH_ISSUE — Confirms the volume auto-lowering behavior started right after a phone update and persists even on silent mode, continuing the malfunction report from the preceding message. (Competing intent considered: context-dependent; only interpretable against the preceding malfunction report.)",MEDIUM
CAND_0107,1089999,APP_TECH_ISSUE,"APP_TECH_ISSUE — Device/OS/app-version string supplied in reply to a 'skipping like a CD' playback-malfunction report, continuing that thread. (Competing intent considered: context-dependent device-info reply.)",MEDIUM
CAND_0108,939996,APP_TECH_ISSUE,"APP_TECH_ISSUE — . Metallica plays on webplayer/mobile but not desktop app, a genuine platform-parity variant of the content-vs-technical boundary. (Competing intent considered: CONTENT_CATALOG.)",MEDIUM
CAND_0109,2317775,APP_TECH_ISSUE,"APP_TECH_ISSUE — Standalone report that playback fails to resume after being interrupted by a call, requiring a force-close/reopen workaround — a clear malfunction.",HIGH
CAND_0110,2859008,UNKNOWN_OTHER,"UNKNOWN_OTHER — 'Disregard. Found the link...' is a self-resolved closure message, not an ongoing technical issue. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0111,1978628,APP_TECH_ISSUE,APP_TECH_ISSUE — Standalone report that downloaded playlists spontaneously lose their offline files — a direct match to the guide's 'downloaded songs keep disappearing' example.,HIGH
CAND_0112,1832902,APP_TECH_ISSUE,APP_TECH_ISSUE — Standalone report that the web player is unresponsive and will not start playback despite the UI appearing normal — a functional malfunction.,HIGH
CAND_0113,387711,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — asks for a different default sort behavior for starred playlists -- a product-behavior request, not a malfunction report.",HIGH
CAND_0114,1486684,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — explicit UX-improvement suggestion ('a loading icon would be appreciated'), not a malfunction report.",HIGH
CAND_0115,627564,FEATURE_FEEDBACK,FEATURE_FEEDBACK — complaint about suggested-track behavior overriding the chosen artist -- an algorithmic-recommendation complaint per the guide's explicit rule. (Competing intent considered: CONTENT_CATALOG.),MEDIUM
CAND_0116,859650,UNKNOWN_OTHER,"UNKNOWN_OTHER — ""where it at?"" has no recoverable referent in the available context — could mean a missing song, feature, or reply, and cannot be reliably disambiguated. (Competing intent considered: no reliably determinable intent.)",LOW
CAND_0117,1950858,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING — shows Free sub only despite paid entitlement.,HIGH
CAND_0118,2284053,FEATURE_FEEDBACK,FEATURE_FEEDBACK — requests lossless audio quality.,HIGH
CAND_0119,2268730,UNKNOWN_OTHER,"UNKNOWN_OTHER — A generic 'please check your DM' request with no description of the underlying issue anywhere in the message or available context, so the actual support need cannot be identified. (Competing intent considered: no reliably determinable intent.)",LOW
CAND_0120,1959613,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — context shows this is a continuation of a 'where do I find my downloaded music' how-to exchange ('I'm looking for the mp3 file').,HIGH
CAND_0121,2198089,UNKNOWN_OTHER,"UNKNOWN_OTHER — A meta-complaint about the quality/speed of support itself ('you need to SPEAK with your customers') rather than a request tied to any specific Spotify product function — no actionable support need is stated. (Competing intent considered: the underlying hacked-account issue from earlier in the thread, if this were read as a continuation of that request rather than a standalone complaint about support responsiveness.)",MEDIUM
CAND_0122,1070389,UNKNOWN_OTHER,"UNKNOWN_OTHER — Asks Spotify to check a direct message but never states what the underlying issue is anywhere in the visible message or context, so no support category can be determined from this message alone. (Competing intent considered: no reliably determinable intent without the referenced DM content.)",LOW
CAND_0123,187562,UNKNOWN_OTHER,"UNKNOWN_OTHER — Pure gratitude/surprise that the brand replied, following an angry rant about intrusive ads; no further request is made.",HIGH
CAND_0124,2006124,CONTENT_CATALOG,CONTENT_CATALOG — wants a specific studio version/single added.,HIGH
CAND_0125,1850476,CONTENT_CATALOG,CONTENT_CATALOG — wants specific mixtapes added to catalog.,HIGH
CAND_0126,2239652,CONTENT_CATALOG,CONTENT_CATALOG — asking when specific album is coming to catalog.,HIGH
CAND_0127,2878323,UNKNOWN_OTHER,"UNKNOWN_OTHER — A casual, curiosity-driven question about Alexa integration with no stated problem or preceding context establishing a concrete support need. (Competing intent considered: GENERAL_HOW_TO_INFO is also plausible if read as a genuine integration/compatibility question rather than idle chat.)",MEDIUM
CAND_0128,171135,UNKNOWN_OTHER,"UNKNOWN_OTHER — ""What's the best one?"" follows an EQ-settings exchange but the referent of 'best one' (an EQ preset? a device? something else?) is not recoverable from the visible context. (Competing intent considered: no reliably determinable intent.)",LOW
